user_id,구독_시작일,구독_종료일,구독_상태,구독_일수,총_구독_일수,구독_횟수,총_구독_횟수,해지_신청일,해지까지_일수,activity_count,activity_zscore_by_project,activity_zscore_by_source,activity_zscore_by_difficulty,activity_zscore_by_number,progress_zscore_by_project,progress_zscore_by_source,unique_projects,last_activity_gap,track_participation,구독_시작일_month,구독_시작일_day,구독_시작일_weekday,구독_종료일_month,구독_종료일_day,구독_종료일_weekday,해지일_diff
88808,2024-01-18 04:02:21,2024-02-18 23:59:59,연장,31,60,1,2,2000-12-31 00:00:00,,12,-0.12271380752213688,0.050374439098874985,0.0,0.0,0.44184851324233465,0.5998179207517788,2,27,False,1,18,3,2,18,6,0
88808,2024-02-18 04:02:03,2024-03-18 23:59:59,해지,29,60,2,2,2024-02-27 23:26:24,9.0,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,29,False,2,18,6,3,18,0,9
93238,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,31,31,1,1,2000-12-31 00:00:00,,5,-0.057611559944199045,0.3701371662522659,0.0,0.0,0.7151122684983215,0.9072340301949093,1,20,False,10,17,1,11,17,4,0
136517,2023-10-17 13:42:08,2023-11-17 23:59:59,해지,31,31,1,1,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,10,17,1,11,17,4,0
136978,2024-05-07 16:03:32,2024-06-07 23:59:59,해지,31,31,1,1,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,5,7,1,6,7,4,0
137000,2024-01-19 10:04:10,2024-02-19 23:59:59,해지,31,92,1,3,2000-12-31 00:00:00,,8,0.07383559188326302,0.11620538240401587,0.0,0.0,0.41190258794542567,0.477101962495468,2,25,False,1,19,4,2,19,0,0
137000,2024-04-01 09:59:21,2024-05-01 23:59:59,연장,30,92,2,3,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,30,False,4,1,0,5,1,2,0
137000,2024-05-01 09:59:03,2024-06-01 23:59:59,해지,31,92,3,3,2024-05-02 14:16:39,1.0,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,5,1,2,6,1,5,1
139418,2023-10-17 13:42:08,2023-11-17 23:59:59,해지,31,31,1,1,2000-12-31 00:00:00,,44,0.08308502588166884,0.42762990098650255,0.0,0.0,0.9676670995210611,1.0795893734261333,6,21,False,10,17,1,11,17,4,0
163595,2024-08-02 16:42:32,2024-09-02 23:59:59,해지,31,31,1,1,2024-09-01 13:05:10,29.0,83,0.2446098547575706,0.7274683305838145,0.0,0.0,0.574865034294683,0.6871022633532957,13,3,False,8,2,4,9,2,0,29
165993,2023-10-17 13:42:08,2023-11-17 23:59:59,해지,31,61,1,2,2000-12-31 00:00:00,,40,0.009753485378697599,0.27874790876420447,0.0,0.0,0.9676670995210611,1.0795893734261333,6,22,False,10,17,1,11,17,4,0
165993,2024-04-27 21:59:37,2024-05-27 23:59:59,해지,30,61,2,2,2024-04-27 22:09:31,0.0,3,-0.23732986599524195,-0.23732986599524195,0.0,0.0,0.9723981285482175,0.9723981285482175,1,30,False,4,27,5,5,27,0,0
173624,2024-05-26 10:39:19,2024-06-26 23:59:59,해지,31,31,1,1,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,5,26,6,6,26,2,0
189223,2024-01-21 10:40:18,2024-02-21 23:59:59,연장,31,105,1,5,2000-12-31 00:00:00,,28,2.749635151679636,5.971331086176333,0.0,0.0,1.4541446686258552,1.696739837951838,1,0,False,1,21,6,2,21,2,0
189223,2024-02-21 10:40:03,2024-03-21 23:59:59,연장,29,105,2,5,2000-12-31 00:00:00,,120,0.8721330156840792,1.1932931294033253,0.0,0.0,0.8628257516211439,0.9587591292540629,19,8,False,2,21,2,3,21,3,0
189223,2024-03-21 10:40:02,2024-04-21 23:59:59,해지,31,105,3,5,2024-04-15 10:05:27,24.0,25,-0.16226250442165735,-0.1359250218699976,0.0,0.0,0.8889456819029598,0.954122990558233,8,13,False,3,21,3,4,21,6,24
189223,2024-07-04 10:55:20,2024-07-11 23:59:59,해지,7,105,4,5,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,7,False,7,4,3,7,11,3,0
189223,2024-07-15 15:10:33,2024-07-22 23:59:59,해지,7,105,5,5,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,7,False,7,15,0,7,22,0,0
199669,2024-07-04 10:55:20,2024-07-11 23:59:59,해지,7,7,1,1,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,7,False,7,4,3,7,11,3,0
200894,2023-12-15 10:30:28,2024-01-15 23:59:59,연장,31,91,1,3,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,12,15,4,1,15,0,0
200894,2024-01-15 10:30:03,2024-02-15 23:59:59,연장,31,91,2,3,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,1,15,0,2,15,3,0
200894,2024-02-15 10:30:04,2024-03-15 23:59:59,해지,29,91,3,3,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,29,False,2,15,3,3,15,4,0
201134,2024-07-09 09:47:53,2024-08-09 23:59:59,해지,31,31,1,1,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,7,9,1,8,9,4,0
202973,2023-10-17 13:42:08,2023-11-17 23:59:59,해지,31,31,1,1,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,10,17,1,11,17,4,0
229332,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,31,31,1,1,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,10,17,1,11,17,4,0
230790,2023-09-03 22:40:42,2023-10-03 23:59:59,연장,30,122,1,4,2000-12-31 00:00:00,,25,0.24820462129565654,0.9705604349231765,0.0,0.0,1.0459578827389304,1.281315118777913,3,14,False,9,3,6,10,3,1,0
230790,2023-10-03 22:40:02,2023-11-03 23:59:59,연장,31,122,2,4,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,10,3,1,11,3,4,0
230790,2023-11-03 22:40:03,2023-12-03 23:59:59,연장,30,122,3,4,2000-12-31 00:00:00,,16,-0.3631827714305293,-0.18649606292631274,0.0,0.0,0.539656886053662,0.5909583735769299,7,5,False,11,3,4,12,3,6,0
230790,2023-12-03 22:40:03,2024-01-03 23:59:59,해지,31,122,4,4,2023-12-26 12:52:54,22.0,3,-0.3769163635683022,-0.3769163635683022,0.0,0.0,0.6116625541051895,0.6116625541051895,1,30,False,12,3,6,1,3,2,22
232257,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,31,31,1,1,2000-12-31 00:00:00,,44,0.08308502588166884,0.42762990098650255,0.0,0.0,0.9676670995210611,1.0795893734261333,6,24,False,10,17,1,11,17,4,0
240950,2024-05-20 14:35:54,2024-05-27 23:59:59,해지,7,14,1,2,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,7,False,5,20,0,5,27,0,0
240950,2024-07-15 15:10:33,2024-07-22 23:59:59,해지,7,14,2,2,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,7,False,7,15,0,7,22,0,0
241465,2023-06-22 16:44:21,2023-07-22 23:59:59,연장,30,92,1,3,2000-12-31 00:00:00,,12,0.20362568300861575,0.24000743391557466,0.0,0.0,0.360472453750458,0.4364743704207378,2,8,False,6,22,3,7,22,5,0
241465,2023-07-22 16:44:03,2023-08-22 23:59:59,연장,31,92,2,3,2000-12-31 00:00:00,,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,7,22,5,8,22,1,0
241465,2023-08-22 16:44:03,2023-09-22 23:59:59,해지,31,92,3,3,2023-08-22 16:45:49,0.0,0,0.2129762666784314,0.3026911930923911,0.0,0.0,0.5738460384830661,0.5665738305488672,0,31,False,8,22,1,9,22,4,0
